Track,Bytes,UnitPrice,Genre,Album,Artist,TrackId,Name,AlbumId,MediaTypeId,GenreId,Milliseconds
,2582553.0,0.99,,,,114.0,Twist And Shout,12.0,1.0,5.0,161123.0
,2206986.0,0.99,,,,115.0,Please Mr. Postman,12.0,1.0,5.0,137639.0
,2247846.0,0.99,,,,116.0,C'Mon Everybody,12.0,1.0,5.0,140199.0
,2276788.0,0.99,,,,117.0,Rock 'N' Roll Music,12.0,1.0,5.0,141923.0
,2616981.0,0.99,,,,118.0,Slow Down,12.0,1.0,5.0,163265.0
,2301989.0,0.99,,,,119.0,Roadrunner,12.0,1.0,5.0,143595.0
,2306019.0,0.99,,,,120.0,Carol,12.0,1.0,5.0,143830.0
,1704918.0,0.99,,,,121.0,Good Golly Miss Molly,12.0,1.0,5.0,106266.0
,1299960.0,0.99,,,,122.0,20 Flight Rock,12.0,1.0,5.0,107807.0
,8538199.0,0.99,,,,123.0,Quadrant,13.0,1.0,2.0,261851.0
,15075616.0,0.99,,,,124.0,Snoopy's search-Red baron,13.0,1.0,2.0,456071.0
,8217867.0,0.99,,,,125.0,"Spanish moss-""A sound portrait""-Spanish moss",13.0,1.0,2.0,248084.0
,9714812.0,0.99,,,,126.0,Moon germs,13.0,1.0,2.0,294060.0
,10630578.0,0.99,,,,128.0,The pleasant pheasant,13.0,1.0,2.0,318066.0
,8230661.0,0.99,,,,129.0,Solo-Panhandler,13.0,1.0,2.0,246151.0
,9018565.0,0.99,,,,130.0,Do what cha wanna,13.0,1.0,2.0,274155.0
,10642901.0,0.99,,,,131.0,Intro/ Low Down,14.0,1.0,3.0,323683.0
,8137421.0,0.99,,,,132.0,13 Years Of Grief,14.0,1.0,3.0,246987.0
,9869647.0,0.99,,,,133.0,Stronger Than Death,14.0,1.0,3.0,300747.0
,7726948.0,0.99,,,,134.0,All For You,14.0,1.0,3.0,235833.0
,10513905.0,0.99,,,,135.0,Super Terrorizer,14.0,1.0,3.0,319373.0
,9011701.0,0.99,,,,136.0,Phoney Smile Fake Hellos,14.0,1.0,3.0,273606.0
,9355309.0,0.99,,,,137.0,Lost My Better Half,14.0,1.0,3.0,284081.0
,8130090.0,0.99,,,,138.0,Bored To Tears,14.0,1.0,3.0,247327.0
,8574746.0,0.99,,,,139.0,A.N.D.R.O.T.A.Z.,14.0,1.0,3.0,266266.0
,9257358.0,0.99,,,,140.0,Born To Booze,14.0,1.0,3.0,282122.0
,11820932.0,0.99,,,,141.0,World Of Trouble,14.0,1.0,3.0,359157.0
,11965109.0,0.99,,,,143.0,The Begining... At Last,14.0,1.0,3.0,365662.0
,6417460.0,0.99,,,,144.0,Heart Of Gold,15.0,1.0,3.0,194873.0
,13842549.0,0.99,,,,145.0,Snowblind,15.0,1.0,3.0,420022.0
,9115657.0,0.99,,,,146.0,Like A Bird,15.0,1.0,3.0,276532.0
,9359475.0,0.99,,,,147.0,Blood In The Wall,15.0,1.0,3.0,284368.0
,8975814.0,0.99,,,,148.0,The Beginning...At Last,15.0,1.0,3.0,271960.0
,12440200.0,0.99,,,,149.0,Black Sabbath,16.0,1.0,3.0,382066.0
,8646737.0,0.99,,,,150.0,The Wizard,16.0,1.0,3.0,264829.0
,7169049.0,0.99,,,,151.0,Behind The Wall Of Sleep,16.0,1.0,3.0,217573.0
,12029390.0,0.99,,,,152.0,N.I.B.,16.0,1.0,3.0,368770.0
,6655170.0,0.99,,,,153.0,Evil Woman,16.0,1.0,3.0,204930.0
,6893363.0,0.99,,,,155.0,Warning,16.0,1.0,3.0,212062.0
,6252071.0,0.99,,,,157.0,Tomorrow's Dream,17.0,1.0,3.0,192496.0
,9175517.0,0.99,,,,158.0,Changes,17.0,1.0,3.0,286275.0
,3331776.0,0.99,,,,159.0,FX,17.0,1.0,3.0,103157.0
,9245971.0,0.99,,,,160.0,Supernaut,17.0,1.0,3.0,285779.0
,10813386.0,0.99,,,,161.0,Snowblind,17.0,1.0,3.0,331676.0
,7653880.0,0.99,,,,162.0,Cornucopia,17.0,1.0,3.0,234814.0
,5671374.0,0.99,,,,163.0,Laguna Sunrise,17.0,1.0,3.0,173087.0
,4884969.0,0.99,,,,164.0,St. Vitus Dance,17.0,1.0,3.0,149655.0
,11360486.0,0.99,,,,165.0,Under The Sun/Every Day Comes and Goes,17.0,1.0,3.0,350458.0
,1549074.0,0.99,,,,166.0,Smoked Pork,18.0,1.0,4.0,47333.0
,6715413.0,0.99,,,,167.0,Body Count's In The House,18.0,1.0,4.0,204251.0
,10489139.0,0.99,,,,169.0,Body Count,18.0,1.0,4.0,317936.0
,7324125.0,0.99,,,,171.0,Bowels Of The Devil,18.0,1.0,4.0,223216.0
,5709631.0,0.99,,,,173.0,KKK Bitch,18.0,1.0,4.0,173008.0
,3067064.0,0.99,,,,174.0,D Note,18.0,1.0,4.0,95738.0
,9875962.0,0.99,,,,175.0,Voodoo,18.0,1.0,4.0,300721.0
,12843821.0,0.99,,,,176.0,The Winner Loses,18.0,1.0,4.0,392254.0
,11443471.0,0.99,,,,177.0,There Goes The Neighborhood,18.0,1.0,4.0,350171.0
,7828873.0,0.99,,,,179.0,Evil Dick,18.0,1.0,4.0,239020.0
,5463690.0,0.99,,,,180.0,Body Count Anthem,18.0,1.0,4.0,166426.0
,12122946.0,0.99,,,,181.0,Momma's Gotta Die Tonight,18.0,1.0,4.0,371539.0
,9337917.0,0.99,,,,182.0,Freedom Of Speech,18.0,1.0,4.0,281234.0
,9218499.0,0.99,,,,183.0,King In Crimson,19.0,1.0,3.0,283167.0
,8022764.0,0.99,,,,184.0,Chemical Wedding,19.0,1.0,3.0,246177.0
,9435693.0,0.99,,,,185.0,The Tower,19.0,1.0,3.0,285257.0
,8854240.0,0.99,,,,186.0,Killing Floor,19.0,1.0,3.0,269557.0
,8627004.0,0.99,,,,188.0,Gates Of Urizen,19.0,1.0,3.0,265351.0
,13194463.0,0.99,,,,189.0,Jerusalem,19.0,1.0,3.0,402390.0
,11820908.0,0.99,,,,190.0,Trupets Of Jericho,19.0,1.0,3.0,359131.0
,11138147.0,0.99,,,,191.0,Machine Men,19.0,1.0,3.0,341655.0
,7802095.0,0.99,,,,193.0,Realword,19.0,1.0,3.0,237531.0
,4604995.0,0.99,,,,194.0,First Time I Met The Blues,20.0,1.0,6.0,140434.0
,5716994.0,0.99,,,,195.0,Let Me Love You Baby,20.0,1.0,6.0,175386.0
,14184984.0,0.99,,,,196.0,Stone Crazy,20.0,1.0,6.0,433397.0
,7848282.0,0.99,,,,197.0,Pretty Baby,20.0,1.0,6.0,237662.0
,7685363.0,0.99,,,,198.0,When My Left Eye Jumps,20.0,1.0,6.0,235311.0
,6859518.0,0.99,,,,199.0,Leave My Girl Alone,20.0,1.0,6.0,204721.0
,4456321.0,0.99,,,,200.0,She Suits Me To A Tee,20.0,1.0,6.0,136803.0
,5487056.0,0.99,,,,201.0,Keep It To Myself (Aka Keep It To Yourself),20.0,1.0,6.0,166060.0
,6022698.0,0.99,,,,202.0,My Time After Awhile,20.0,1.0,6.0,182491.0
,4459946.0,0.99,,,,203.0,Too Many Ways (Alternate),20.0,1.0,6.0,135053.0
,5842196.0,0.99,,,,205.0,Jorge Da CapadÃ³cia,21.0,1.0,7.0,177397.0
,3225364.0,0.99,,,,206.0,Prenda Minha,21.0,1.0,7.0,99369.0
,4865597.0,0.99,,,,207.0,MeditaÃ§Ã£o,21.0,1.0,7.0,148793.0
,15889054.0,0.99,,,,208.0,Terra,21.0,1.0,7.0,482429.0
,7382703.0,0.99,,,,209.0,Eclipse Oculto,21.0,1.0,7.0,221936.0
,2752161.0,0.99,,,,210.0,"Texto ""Verdade Tropical""",21.0,1.0,7.0,84088.0
,4333651.0,0.99,,,,211.0,Bem Devagar,21.0,1.0,7.0,133172.0
,5065932.0,0.99,,,,212.0,DrÃ£o,21.0,1.0,7.0,156264.0
,4726981.0,0.99,,,,213.0,Saudosismo,21.0,1.0,7.0,144326.0
,5924159.0,0.99,,,,214.0,Carolina,21.0,1.0,7.0,181812.0
,6253200.0,0.99,,,,215.0,Sozinho,21.0,1.0,7.0,190589.0
,7217126.0,0.99,,,,216.0,Esse Cara,21.0,1.0,7.0,223111.0
,9854062.0,0.99,,,,217.0,Mel,21.0,1.0,7.0,294765.0
,10003747.0,0.99,,,,218.0,Linha Do Equador,21.0,1.0,7.0,299337.0
,4704104.0,0.99,,,,219.0,Odara,21.0,1.0,7.0,141270.0
,8507446.0,0.99,,,,220.0,A Luz De Tieta,21.0,1.0,7.0,251742.0
,10364247.0,0.99,,,,221.0,AtrÃ¡s Da Verd-E-Rosa SÃ³ NÃ£o Vai Quem JÃ¡ Morreu,21.0,1.0,7.0,307252.0
,9411272.0,0.99,,,,222.0,Vida Boa,21.0,1.0,7.0,281730.0
,14462072.0,0.99,,,,223.0,Sozinho (Hitmakers Classic Mix),22.0,1.0,7.0,436636.0
,6455134.0,0.99,,,,224.0,Sozinho (Hitmakers Classic Radio Edit),22.0,1.0,7.0,195004.0
,10975007.0,0.99,,,,225.0,Sozinho (CaÃªdrum 'n' Bass),22.0,1.0,7.0,328071.0
,5375395.0,0.99,,,,226.0,Carolina,23.0,1.0,7.0,163056.0
,5568574.0,0.99,,,,227.0,Essa MoÃ§a Ta Diferente,23.0,1.0,7.0,167235.0
,12359161.0,0.99,,,,228.0,Vai Passar,23.0,1.0,7.0,369763.0
,5431854.0,0.99,,,,229.0,Samba De Orly,23.0,1.0,7.0,162429.0
,9499590.0,0.99,,,,230.0,"Bye, Bye Brasil",23.0,1.0,7.0,283402.0
,6132843.0,0.99,,,,231.0,Atras Da Porta,23.0,1.0,7.0,189675.0
,5645703.0,0.99,,,,232.0,Tatuagem,23.0,1.0,7.0,172120.0
,5574848.0,0.99,,,,233.0,O Que SerÃ¡ (Ã€ Flor Da Terra),23.0,1.0,7.0,167288.0
,6373932.0,0.99,,,,234.0,Morena De Angola,23.0,1.0,7.0,186801.0
,7886937.0,0.99,,,,235.0,Apesar De VocÃª,23.0,1.0,7.0,234501.0
,4349539.0,0.99,,,,236.0,A Banda,23.0,1.0,7.0,132493.0
,6029673.0,0.99,,,,237.0,Minha Historia,23.0,1.0,7.0,182256.0
,5846442.0,0.99,,,,238.0,Com AÃ§Ãºcar E Com Afeto,23.0,1.0,7.0,175386.0
,7270749.0,0.99,,,,239.0,Brejo Da Cruz,23.0,1.0,7.0,214099.0
,8778172.0,0.99,,,,240.0,Meu Caro Amigo,23.0,1.0,7.0,260257.0
,10342226.0,0.99,,,,241.0,Geni E O Zepelim,23.0,1.0,7.0,317570.0
,5461468.0,0.99,,,,242.0,Trocando Em MiÃºdos,23.0,1.0,7.0,169717.0
,4693941.0,0.99,,,,243.0,Vai Trabalhar Vagabundo,23.0,1.0,7.0,139154.0
,5074189.0,0.99,,,,244.0,Gota D'Ã¡gua,23.0,1.0,7.0,153208.0
,12675305.0,0.99,,,,245.0,ConstruÃ§Ã£o / Deus Lhe Pague,23.0,1.0,7.0,383059.0
,6724966.0,0.99,,,,247.0,O CidadÃ£o Do Mundo,24.0,1.0,7.0,200933.0
,5061413.0,0.99,,,,248.0,Etnia,24.0,1.0,7.0,152555.0
,5042447.0,0.99,,,,249.0,Quilombo Groove [Instrumental],24.0,1.0,7.0,151823.0
,8253934.0,0.99,,,,250.0,MacÃ´,24.0,1.0,7.0,249600.0
,7984291.0,0.99,,,,251.0,Um Passeio No Mundo Livre,24.0,1.0,7.0,240091.0
,7541688.0,0.99,,,,252.0,Samba Do Lado,24.0,1.0,7.0,227317.0
,9670057.0,0.99,,,,253.0,Maracatu AtÃ´mico,24.0,1.0,7.0,284264.0
,3240816.0,0.99,,,,254.0,O Encontro De Isaac Asimov Com Santos Dumont No CÃ©u,24.0,1.0,7.0,99108.0
,7714954.0,0.99,,,,255.0,Corpo De Lama,24.0,1.0,7.0,232672.0
,7960868.0,0.99,,,,256.0,Sobremesa,24.0,1.0,7.0,240091.0
,6475159.0,0.99,,,,257.0,Manguetown,24.0,1.0,7.0,194560.0
,4272821.0,0.99,,,,258.0,Um SatÃ©lite Na CabeÃ§a,24.0,1.0,7.0,126615.0
,5198539.0,0.99,,,,259.0,BaiÃ£o Ambiental [Instrumental],24.0,1.0,7.0,152659.0
,4415557.0,0.99,,,,260.0,Sangue De Bairro,24.0,1.0,7.0,132231.0
,2968650.0,0.99,,,,261.0,Enquanto O Mundo Explode,24.0,1.0,7.0,88764.0
,2408550.0,0.99,,,,262.0,Interlude Zumbi,24.0,1.0,7.0,71627.0
,6984813.0,0.99,,,,263.0,CrianÃ§a De Domingo,24.0,1.0,7.0,208222.0
,5881293.0,0.99,,,,264.0,Amor De Muito,24.0,1.0,7.0,175333.0
,8911641.0,0.99,,,,265.0,Samidarish [Instrumental],24.0,1.0,7.0,272431.0
,9019677.0,0.99,,,,266.0,Maracatu AtÃ´mico [Atomic Version],24.0,1.0,7.0,273084.0
,6986421.0,0.99,,,,267.0,Maracatu AtÃ´mico [Ragga Mix],24.0,1.0,7.0,210155.0
,7380787.0,0.99,,,,268.0,Maracatu AtÃ´mico [Trip Hop],24.0,1.0,7.0,221492.0
,10251097.0,0.99,,,,269.0,Banditismo Por Uma Questa,25.0,1.0,7.0,307095.0
,8147224.0,0.99,,,,270.0,Banditismo Por Uma Questa,25.0,1.0,7.0,243644.0
,9659152.0,0.99,,,,271.0,Rios Pontes & Overdrives,25.0,1.0,7.0,286720.0
,7241817.0,0.99,,,,272.0,Cidade,25.0,1.0,7.0,216346.0
,6172781.0,0.99,,,,273.0,Praiera,25.0,1.0,7.0,183640.0
,9095410.0,0.99,,,,274.0,Samba Makossa,25.0,1.0,7.0,271856.0
,8378065.0,0.99,,,,275.0,Da Lama Ao Caos,25.0,1.0,7.0,251559.0
,2901397.0,0.99,,,,276.0,Maracatu De Tiro Certeiro,25.0,1.0,7.0,88868.0
,7183969.0,0.99,,,,277.0,Salustiano Song,25.0,1.0,7.0,215405.0
,8253618.0,0.99,,,,278.0,Antene Se,25.0,1.0,7.0,248372.0
,3536938.0,0.99,,,,279.0,Risoflora,25.0,1.0,7.0,105586.0
,6534200.0,0.99,,,,280.0,Lixo Do Mangue,25.0,1.0,7.0,193253.0
,13702771.0,0.99,,,,281.0,Computadores Fazem Arte,25.0,1.0,7.0,404323.0
,8327676.0,0.99,,,,282.0,Girassol,26.0,1.0,8.0,249808.0
,7697230.0,0.99,,,,283.0,A Sombra Da Maldade,26.0,1.0,8.0,230922.0
,8505985.0,0.99,,,,284.0,Johnny B. Goode,26.0,1.0,8.0,254615.0
,6455080.0,0.99,,,,285.0,Soldado Da Paz,26.0,1.0,8.0,194220.0
,7402658.0,0.99,,,,286.0,Firmamento,26.0,1.0,8.0,222145.0
,10078050.0,0.99,,,,287.0,Extra,26.0,1.0,8.0,304352.0
,7866924.0,0.99,,,,288.0,O ErÃª,26.0,1.0,8.0,236382.0
,7747747.0,0.99,,,,289.0,Podes Crer,26.0,1.0,8.0,232280.0
,8275673.0,0.99,,,,290.0,A Estrada,26.0,1.0,8.0,248842.0
,6920424.0,0.99,,,,291.0,Berlim,26.0,1.0,8.0,207542.0
,7388466.0,0.99,,,,292.0,JÃ¡ Foi,26.0,1.0,8.0,221544.0
,8502588.0,0.99,,,,293.0,Onde VocÃª Mora?,26.0,1.0,8.0,256026.0
,5748424.0,0.99,,,,294.0,Pensamento,26.0,1.0,8.0,173008.0
,8552474.0,0.99,,,,295.0,ConciliaÃ§Ã£o,26.0,1.0,8.0,257619.0
,6503533.0,0.99,,,,296.0,Realidade Virtual,26.0,1.0,8.0,195239.0
,7488852.0,0.99,,,,297.0,Mensagem,26.0,1.0,8.0,225332.0
,7663348.0,0.99,,,,298.0,A Cor Do Sol,26.0,1.0,8.0,231392.0
,10056970.0,0.99,,,,299.0,Onde VocÃª Mora?,27.0,1.0,8.0,298396.0
,6950332.0,0.99,,,,300.0,O ErÃª,27.0,1.0,8.0,206942.0
,9544383.0,0.99,,,,301.0,A Sombra Da Maldade,27.0,1.0,8.0,285231.0
,9344477.0,0.99,,,,302.0,A Estrada,27.0,1.0,8.0,282174.0
,8189093.0,0.99,,,,303.0,Falar A Verdade,27.0,1.0,8.0,244950.0
,7507866.0,0.99,,,,304.0,Firmamento,27.0,1.0,8.0,225488.0
,6399761.0,0.99,,,,305.0,Pensamento,27.0,1.0,8.0,192391.0
,8069934.0,0.99,,,,306.0,Realidade Virtual,27.0,1.0,8.0,240300.0
,5950952.0,0.99,,,,307.0,Doutor,27.0,1.0,8.0,178155.0
,9633659.0,0.99,,,,308.0,Na Frente Da TV,27.0,1.0,8.0,289750.0
,8024386.0,0.99,,,,309.0,Downtown,27.0,1.0,8.0,239725.0
,8895073.0,0.99,,,,310.0,SÃ¡bado A Noite,27.0,1.0,8.0,267363.0
,9142937.0,0.99,,,,311.0,A Cor Do Sol,27.0,1.0,8.0,273031.0
,7029400.0,0.99,,,,312.0,Eu TambÃ©m Quero Beijar,27.0,1.0,8.0,211147.0
,10309980.0,0.99,,,,313.0,Noite Do Prazer,28.0,1.0,7.0,311353.0
,8150846.0,0.99,,,,314.0,Ã€ Francesa,28.0,1.0,7.0,244532.0
,8441034.0,0.99,,,,315.0,Cada Um Cada Um (A Namoradeira),28.0,1.0,7.0,253492.0
,8123466.0,0.99,,,,316.0,Linha Do Equador,28.0,1.0,7.0,244715.0
,8420093.0,0.99,,,,317.0,Amor Demais,28.0,1.0,7.0,254040.0
,8731945.0,0.99,,,,318.0,FÃ©rias,28.0,1.0,7.0,264202.0
,7685326.0,0.99,,,,319.0,Gostava Tanto De VocÃª,28.0,1.0,7.0,230452.0
,9205941.0,0.99,,,,320.0,Flor Do Futuro,28.0,1.0,7.0,275748.0
,8873358.0,0.99,,,,321.0,Felicidade Urgente,28.0,1.0,7.0,266605.0
,7111596.0,0.99,,,,322.0,Livre Pra Viver,28.0,1.0,7.0,214595.0
